"Column Name","Label"
"S0501_C05_030E","Foreign born; Not a U.S. citizen!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0501_C05_030M","Foreign born; Not a U.S. citizen!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated"
"S0501_C01_031E","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C01_031M","Total!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C02_031E","Native!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C02_031M","Native!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C03_031E","Foreign born!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C03_031M","Foreign born!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C04_031E","Foreign born; Naturalized citizen!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C04_031M","Foreign born; Naturalized citizen!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C05_031E","Foreign born; Not a U.S. citizen!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C05_031M","Foreign born; Not a U.S. citizen!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Divorced or separated"
"S0501_C01_032E","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C01_032M","Total!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C02_032E","Native!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C02_032M","Native!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C03_032E","Foreign born!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C03_032M","Foreign born!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C04_032E","Foreign born; Naturalized citizen!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C04_032M","Foreign born; Naturalized citizen!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C05_032E","Foreign born; Not a U.S. citizen!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C05_032M","Foreign born; Not a U.S. citizen!!Margin of Error!!MARITAL STATUS!!Population 15 years and over!!Widowed"
"S0501_C01_033E","Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C01_033M","Total!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C02_033E","Native!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C02_033M","Native!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C03_033E","Foreign born!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C03_033M","Foreign born!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C04_033E","Foreign born; Naturalized citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C04_033M","Foreign born; Naturalized citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C05_033E","Foreign born; Not a U.S. citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C05_033M","Foreign born; Not a U.S. citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school"
"S0501_C01_034E","Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C01_034M","Total!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C02_034E","Native!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C02_034M","Native!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C03_034E","Foreign born!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C03_034M","Foreign born!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C04_034E","Foreign born; Naturalized citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C04_034M","Foreign born; Naturalized citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C05_034E","Foreign born; Not a U.S. citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C05_034M","Foreign born; Not a U.S. citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool"
"S0501_C01_035E","Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C01_035M","Total!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C02_035E","Native!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C02_035M","Native!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C03_035E","Foreign born!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C03_035M","Foreign born!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C04_035E","Foreign born; Naturalized citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C04_035M","Foreign born; Naturalized citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C05_035E","Foreign born; Not a U.S. citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C05_035M","Foreign born; Not a U.S. citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Elementary school (grades K-8)"
"S0501_C01_036E","Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C01_036M","Total!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C02_036E","Native!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C02_036M","Native!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C03_036E","Foreign born!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C03_036M","Foreign born!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C04_036E","Foreign born; Naturalized citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C04_036M","Foreign born; Naturalized citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C05_036E","Foreign born; Not a U.S. citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C05_036M","Foreign born; Not a U.S. citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!High school (grades 9-12)"
"S0501_C01_037E","Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C01_037M","Total!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C02_037E","Native!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C02_037M","Native!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C03_037E","Foreign born!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C03_037M","Foreign born!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C04_037E","Foreign born; Naturalized citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C04_037M","Foreign born; Naturalized citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C05_037E","Foreign born; Not a U.S. citizen!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C05_037M","Foreign born; Not a U.S. citizen!!Margin of Error!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!College or graduate school"
"S0501_C01_038E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C01_038M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C02_038E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C02_038M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C03_038E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C03_038M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C04_038E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C04_038M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C05_038E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C05_038M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over"
"S0501_C01_039E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C01_039M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C02_039E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C02_039M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C03_039E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C03_039M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C04_039E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C04_039M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C05_039E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C05_039M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate"
"S0501_C01_040E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C01_040M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C02_040E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C02_040M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C03_040E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C03_040M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C04_040E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C04_040M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C05_040E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C05_040M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)"
"S0501_C01_041E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C01_041M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C02_041E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C02_041M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C03_041E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C03_041M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C04_041E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C04_041M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C05_041E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C05_041M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree"
"S0501_C01_042E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C01_042M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C02_042E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C02_042M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C03_042E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C03_042M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C04_042E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C04_042M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C05_042E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C05_042M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree"
"S0501_C01_043E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C01_043M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C02_043E","Native!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C02_043M","Native!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C03_043E","Foreign born!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C03_043M","Foreign born!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C04_043E","Foreign born; Naturalized citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C04_043M","Foreign born; Naturalized citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C05_043E","Foreign born; Not a U.S. citizen!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C05_043M","Foreign born; Not a U.S. citizen!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree"
"S0501_C01_044E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C01_044M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C02_044E","Native!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C02_044M","Native!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C03_044E","Foreign born!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C03_044M","Foreign born!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C04_044E","Foreign born; Naturalized citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C04_044M","Foreign born; Naturalized citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C05_044E","Foreign born; Not a U.S. citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C05_044M","Foreign born; Not a U.S. citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over"
"S0501_C01_045E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C01_045M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C02_045E","Native!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C02_045M","Native!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C03_045E","Foreign born!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C03_045M","Foreign born!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C04_045E","Foreign born; Naturalized citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C04_045M","Foreign born; Naturalized citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C05_045E","Foreign born; Not a U.S. citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C05_045M","Foreign born; Not a U.S. citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!English only"
"S0501_C01_046E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C01_046M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C02_046E","Native!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C02_046M","Native!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C03_046E","Foreign born!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C03_046M","Foreign born!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C04_046E","Foreign born; Naturalized citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C04_046M","Foreign born; Naturalized citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C05_046E","Foreign born; Not a U.S. citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C05_046M","Foreign born; Not a U.S. citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English"
"S0501_C01_047E","Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C01_047M","Total!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C02_047E","Native!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C02_047M","Native!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C03_047E","Foreign born!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C03_047M","Foreign born!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C04_047E","Foreign born; Naturalized citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C04_047M","Foreign born; Naturalized citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C05_047E","Foreign born; Not a U.S. citizen!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C05_047M","Foreign born; Not a U.S. citizen!!Margin of Error!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Language other than English!!Speak English less than "very well""
"S0501_C01_048E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C01_048M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C02_048E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C02_048M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C03_048E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C03_048M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C04_048E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C04_048M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C05_048E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C05_048M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over"
"S0501_C01_049E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C01_049M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C02_049E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C02_049M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C03_049E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C03_049M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C04_049E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C04_049M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C05_049E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C05_049M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force"
"S0501_C01_050E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C01_050M","Total!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C02_050E","Native!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C02_050M","Native!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C03_050E","Foreign born!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C03_050M","Foreign born!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C04_050E","Foreign born; Naturalized citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C04_050M","Foreign born; Naturalized citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C05_050E","Foreign born; Not a U.S. citizen!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C05_050M","Foreign born; Not a U.S. citizen!!Margin of Error!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force"
"S0501_C01_051E","Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over!!In labor force!!Civilian labor force!!Employed"
